,lng,lat,0
0,-0.355126763725785,51.6079132675818,0
1,-0.351504619684044,51.6079132675818,0
2,-0.351507221853229,51.6056637171939,0
3,-0.402214815716673,51.6034141668061,0
4,-0.402214905423282,51.6011646164182,0
5,-0.398593030571455,51.6034141668061,0
6,-0.398593568776076,51.5989150660303,0
7,-0.402214995118213,51.5989150660303,0
8,-0.394971693959284,51.6011646164182,0
9,-0.398593299691283,51.6011646164182,0
10,-0.347935264728207,51.5651718102121,0
11,-0.351551406942533,51.5674213606,0
12,-0.347929714127249,51.5696709109878,0
13,-0.35155400302247,51.5651718102121,0
14,-0.347932489608275,51.5674213606,0
15,-0.3515488105248,51.5696709109878,0
16,-0.362406099717451,51.5696709109878,0
17,-0.36240404022164,51.5719204613757,0
18,-0.366025196115002,51.5696709109878,0
19,-0.329757034926814,51.6169114691333,0
20,-0.337006080895986,51.6146619187454,0
21,-0.33337289308971,51.6214105699091,0
22,-0.337002759157299,51.6169114691333,0
23,-0.326138033210587,51.6146619187454,0
24,-0.329753353601854,51.6191610195212,0
25,-0.340622478678063,51.6191610195212,0
26,-0.340619335674282,51.6214105699091,0
27,-0.333379897042056,51.6169114691333,0
28,-0.329760715772386,51.6146619187454,0
29,-0.333383398334186,51.6146619187454,0
30,-0.336996114381996,51.6214105699091,0
31,-0.326134172811572,51.6169114691333,0
32,-0.333376395293924,51.6191610195212,0
33,-0.336999436985994,51.6191610195212,0
34,-0.340616192261125,51.623660120297,0
35,-0.326130311909785,51.6191610195212,0
36,-0.293555788544482,51.6056637171939,0
37,-0.286306026932715,51.6079132675818,0
38,-0.289933823962686,51.6056637171939,0
39,-0.289928170974456,51.6079132675818,0
40,-0.289939476214927,51.6034141668061,0
41,-0.286311859380889,51.6056637171939,0
42,-0.355131608828844,51.6034141668061,0
43,-0.358751151016823,51.6056637171939,0
44,-0.355134030907294,51.6011646164182,0
45,-0.358755636639293,51.6011646164182,0
46,-0.358753393974061,51.6034141668061,0
47,-0.362375179119279,51.6034141668061,0
48,-0.362377242371292,51.6011646164182,0
49,-0.355129186435026,51.6056637171939,0
50,-0.3334043965153,51.6011646164182,2
51,-0.333407894617608,51.5989150660303,2
52,-0.329797497879948,51.5921664148667,2
53,-0.329801173457704,51.5899168644788,1
54,-0.333418386192599,51.5921664148667,1
55,-0.333421882473879,51.5899168644788,1
56,-0.358780286698727,51.5764195621515,0
57,-0.358782525863789,51.5741700117636,0
58,-0.362401980457829,51.5741700117636,0
59,-0.358784764737497,51.5719204613757,0
60,-0.362410217905259,51.5651718102121,0
61,-0.362408158945309,51.5674213606,0
62,-0.366027076279567,51.5674213606,0
63,-0.304397000120118,51.6169114691333,0
64,-0.304392061757367,51.6191610195212,0
65,-0.308005584018074,51.623660120297,0
66,-0.304387122751425,51.6214105699091,0
67,-0.311628984933968,51.623660120297,0
68,-0.30801034404371,51.6214105699091,0
69,-0.307996062106643,51.6281592210727,0
70,-0.308015103449437,51.6191610195212,0
71,-0.30801986223536,51.6169114691333,0
72,-0.308000823372419,51.6259096706848,0
73,-0.326184318814027,51.5876673140909,1
74,-0.322563789070991,51.5876673140909,1
75,-0.326188172684877,51.585417763703,1
76,-0.326192026054166,51.5831682133151,1
77,-0.322567822191649,51.585417763703,1
78,-0.373274039018774,51.5539240582727,0
79,-0.373272518168393,51.5561736086606,0
80,-0.369656195575184,51.5539240582727,0
81,-0.376890540535556,51.5561736086606,0
82,-0.376891882462363,51.5539240582727,0
83,-0.326165041933334,51.5989150660303,2
84,-0.329782790783301,51.6011646164182,2
85,-0.329779112812321,51.6034141668061,2
86,-0.326161185051302,51.6011646164182,2
87,-0.326157327667103,51.6034141668061,2
88,-0.373269475874053,51.5606727094363,0
89,-0.373267954430025,51.5629222598242,0
90,-0.337026002247299,51.6011646164182,2
91,-0.337029320959746,51.5989150660303,2
92,-0.329808523178105,51.585417763703,1
93,-0.333425378300097,51.5876673140909,1
94,-0.329804848557062,51.5876673140909,1
95,-0.333428873671333,51.585417763703,1
96,-0.300830391378745,51.5921664148667,0
97,-0.300825280763978,51.5944159652545,0
98,-0.297204213131512,51.5944159652545,0
99,-0.300835501328308,51.5899168644788,0
100,-0.297209503066095,51.5921664148667,0
101,-0.369651095589909,51.5606727094363,0
102,-0.369649395152466,51.5629222598242,0
103,-0.366032715305764,51.5606727094363,0
104,-0.322547651337659,51.5966655156424,2
105,-0.326172754191246,51.5944159652545,2
106,-0.326168898313287,51.5966655156424,2
107,-0.329793821823713,51.5944159652545,2
108,-0.34428105113055,51.5921664148667,2
109,-0.347899159986046,51.5944159652545,2
110,-0.351522827755851,51.5921664148667,2
111,-0.351520227618513,51.5944159652545,2
112,-0.347904718538577,51.5899168644788,2
113,-0.34427809235358,51.5944159652545,2
114,-0.3479019394432,51.5921664148667,2
115,-0.3152743840117,51.6124123683576,0
116,-0.308029377948225,51.6124123683576,0
117,-0.311647302963388,51.6146619187454,0
118,-0.311651880979963,51.6124123683576,0
119,-0.308024620401588,51.6146619187454,0
120,-0.351509823683626,51.6034141668061,2
121,-0.347888038538409,51.6034141668061,2
122,-0.351512425175295,51.6011646164182,2
123,-0.347890819443296,51.6011646164182,2
124,-0.344304707487632,51.5741700117636,2
125,-0.347921385516993,51.5764195621515,2
126,-0.344301751789749,51.5764195621515,2
127,-0.351541019244238,51.5764195621515,2
128,-0.347924162081671,51.5741700117636,2
129,-0.366030835874906,51.5629222598242,0
130,-0.369645993613826,51.5674213606,0
131,-0.366028956199522,51.5651718102121,0
132,-0.369647694493785,51.5651718102121,0
133,-0.337035957088646,51.5944159652545,2
134,-0.333414889456179,51.5944159652545,2
135,-0.337039274505249,51.5921664148667,1
136,-0.3406601628179,51.5921664148667,2
137,-0.358769086501342,51.5876673140909,0
138,-0.35877132712393,51.585417763703,0
139,-0.344295839239956,51.5809186629273,1
140,-0.344298795707213,51.5786691125394,1
141,-0.347918608590975,51.5786691125394,2
142,-0.380506236442342,51.5606727094363,0
143,-0.376887856158198,51.5606727094363,0
144,-0.384123632262704,51.5629222598242,0
145,-0.380505072985144,51.5629222598242,0
146,-0.376886513707585,51.5629222598242,0
147,-0.344260331600563,51.6079132675818,2
148,-0.347882475642304,51.6079132675818,2
149,-0.347885257271433,51.6056637171939,2
150,-0.344263292689636,51.6056637171939,2
151,-0.358791479610996,51.5651718102121,0
152,-0.355170324276792,51.5674213606,0
153,-0.35878924161105,51.5674213606,0
154,-0.355172741316733,51.5651718102121,0
155,-0.293533890154389,51.6146619187454,0
156,-0.289899894989089,51.6191610195212,0
157,-0.289905551659148,51.6169114691333,0
